Id;Name;timeset;Degree;weighted degree;Eccentricity;Closeness;harmonicclosnesscentrality;Betweenness;Modularity Class;Pageranks;componentnumber;clustering;Triangles;Eigen;Country;Political Party
379;Alper Taşdelen;;1;1;11;0.192035;0.199241;0;9;0.000028;0;0;0;0.000527;;
1520;Marion Walsmann;;1;1;11;0.191942;0.200763;0;16;0.000023;0;0;0;0.000371;;
4969;顏純左;;2;2;11;0.19186;0.200399;0;19;0.00003;0;1;1;0.002704;;
3771;Chris Law MP;;10;10;10;0.191705;0.200997;0;3;0.00016;0;0.888889;40;0.005678;;
2799;Carlos Canturosas;;1;1;11;0.191624;0.198412;0;6;0.000027;0;0;0;0.000273;;
3361;Enver Yılmaz;;2;2;11;0.191605;0.198422;0;17;0.000042;0;0;0;0.001021;;
1729;Bugár Béla;;1;1;11;0.191506;0.200335;0;5;0.000027;0;0;0;0.000362;;
4939;Graco Ramírez;;2;2;11;0.191475;0.198955;0;6;0.000041;0;1;1;0.000838;;
722;Patricia Gibson MP;;5;5;10;0.191382;0.200052;0;3;0.000084;0;1;10;0.00318;;
5746;Captain Clay Higgins;;1;1;11;0.191326;0.200057;0;10;0.000025;0;0;0;0.000871;;
1446;Jan Logie MP;;5;5;11;0.191307;0.199617;0;20;0.000065;0;0.9;9;0.002325;;
2808;Renato Simões;;1;1;11;0.191221;0.200298;0;10;0.000022;0;0;0;0.001534;;
1200;Danielle Rowley MP for Midlothian;;2;2;9;0.191202;0.199459;0;17;0.000046;0;1;1;0.00077;;
926;Ian Lavery MP;;1;1;9;0.191097;0.19907;0;17;0.000025;0;0;0;0.000514;;
4828;Lou Correa;;1;1;9;0.191072;0.198323;0;23;0.000032;0;0;0;0.000562;;
2734;Gerardo Morales;;4;4;11;0.191011;0.198957;0;8;0.000063;0;0;0;0.002126;;
2974;Labour in Pakuranga;;4;4;11;0.191004;0.199485;0;20;0.000051;0;0.666667;4;0.002727;;
599;Jeff Smith MP;;2;2;9;0.190924;0.19693;0;17;0.00005;0;1;1;0.000707;;
3565;Steve Rotheram;;2;2;9;0.190924;0.19693;0;17;0.00005;0;1;1;0.000707;UK;Labour
4239;Gordon Marsden MP - Blackpool South;;2;2;9;0.190924;0.19693;0;17;0.00005;0;1;1;0.000707;;
4709;Marie Rimmer;;2;2;9;0.190893;0.196896;0;17;0.000049;0;1;1;0.000679;UK;Labour
5133;Marzena Okła-Drewnowicz;;1;1;11;0.190875;0.199663;0;5;0.000023;0;0;0;0.000671;Poland;Klub Parlamentarny Platforma Obywatelska
4684;Aurélie Filippetti;;1;1;11;0.190819;0.197442;0;7;0.000023;0;0;0;0.00038;;
1151;Deputado Marcos Soares;;3;3;11;0.190721;0.199246;0;10;0.000065;0;1;3;0.000997;;
3581;Deputado Estadual Filipe Soares;;3;3;11;0.190721;0.199246;0;10;0.000065;0;1;3;0.000997;;
5318;André Soares;;3;3;11;0.190721;0.199246;0;10;0.000065;0;1;3;0.000997;;
4760;Fernando Filho;;3;3;11;0.19069;0.199291;0;10;0.000053;0;0.333333;1;0.00122;;
1545;Sunil Deodhar;;1;1;11;0.190678;0.196962;0;17;0.000025;0;0;0;0.000518;;
4420;Gernot Blümel;;2;2;11;0.190653;0.199191;0;16;0.000037;0;0;0;0.000766;;
3895;Hans Niessl;;1;1;11;0.190634;0.197152;0;11;0.000022;0;0;0;0.000371;;
2636;Igor Soares;;2;2;11;0.190579;0.201591;0;10;0.000041;0;1;1;0.001311;;
5614;Jan Huitema - Europarlementariër VVD;;1;1;10;0.190548;0.195789;0;15;0.000029;0;0;0;0.000229;;
5569;尤美女立委;;3;3;11;0.190481;0.19848;0;19;0.000039;0;1;3;0.002758;;
661;Tany Yao;;4;4;10;0.190469;0.197996;0;21;0.000047;0;1;6;0.002432;;
5659;Nathan Cooper;;4;4;10;0.190469;0.197996;0;21;0.000047;0;1;6;0.002432;;
1771;Glenn van Dijken, MLA;;3;3;10;0.190444;0.197827;0;21;0.000038;0;1;3;0.001834;;
1452;陳光復Chen Kuang-fu;;5;5;11;0.190413;0.198682;0;19;0.000059;0;0.6;6;0.004397;;
1262;Rui Palmeira;;3;3;11;0.19037;0.19897;0;10;0.000056;0;0.333333;1;0.000994;;
5660;Christine Grahame MSP;;6;6;10;0.190315;0.198764;0;3;0.000099;0;0.933333;14;0.003375;;
4182;Steffan Browning;;7;7;11;0.190235;0.19848;0;20;0.000088;0;0.809524;17;0.002741;New Zealand;Green Party
4998;Helen Jones MP;;1;1;9;0.190193;0.195874;0;17;0.000029;0;0;0;0.00045;;
3675;Julie Cooper MP;;1;1;9;0.190193;0.195874;0;17;0.000029;0;0;0;0.00045;;
3629;Patrick Rohmann;;1;1;11;0.190162;0.199389;0;16;0.000022;0;0;0;0.00049;;
306;Clémentine Autain;;3;3;10;0.190144;0.196134;0;14;0.000059;0;1;3;0.000799;France;Non rattachée
228;Alejandra Morlan;;1;1;11;0.190137;0.196688;0;6;0.000026;0;0;0;0.000336;;
2200;Arturo Núñez Jiménez;;1;1;11;0.190137;0.196688;0;6;0.000026;0;0;0;0.000336;;
4629;זוהיר בהלול زهير بهلول;;3;3;10;0.189972;0.196954;0;4;0.000062;0;1;3;0.001083;;
5406;Brad Cromes;;1;1;11;0.189893;0.19637;0;8;0.000034;0;0;0;0.000233;;
3245;Caio Miranda Carneiro;;1;1;11;0.18982;0.198372;0;10;0.000023;0;0;0;0.000965;;
1338;Gregor Voht;;2;2;11;0.189814;0.195794;0;15;0.000061;0;1;1;0.000422;;
285;Danny O'Donnell;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
1253;Jimmy Van Bramer;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
3741;Kid President;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
4881;Costa Constantinides;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
2464;Council Member Vanessa L. Gibson;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
5040;Carolyn Maloney;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
5165;Alicia L. Hyndman;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
4035;Assemblyman Tom Abinanti;;1;1;11;0.189759;0.196279;0;23;0.000036;0;0;0;0.000312;;
4433;د. حنان الفتلاوي;;2;2;11;0.189728;0.196306;0;23;0.000065;0;0;0;0.000484;;
2550;Tawakkol Karman;;2;2;11;0.189728;0.196306;0;23;0.000065;0;0;0;0.000484;;
4871;خميس الخنجر;;2;2;11;0.189728;0.196306;0;23;0.000065;0;0;0;0.000484;;
752;Tariq Alhashimi - طارق الهاشمي;;2;2;11;0.189728;0.196306;0;23;0.000065;0;0;0;0.000484;;
1411;Andrew Barnhill for North Carolina;;1;1;11;0.189692;0.196108;0;23;0.000041;0;0;0;0.000222;;
1671;Governor Roy Cooper;;1;1;11;0.189692;0.196108;0;23;0.000041;0;0;0;0.000222;;
201;Representative Ron Simmons;;3;3;10;0.189479;0.195966;0;23;0.000073;0;0.666667;2;0.001216;;
3691;Albert Rösti;;2;2;11;0.189442;0.198149;0;11;0.000044;0;1;1;0.001064;;
1869;Eduardo Accastello;;2;2;11;0.189321;0.19707;0;8;0.000043;0;0;0;0.000738;;
3764;Rosane Ferreira;;4;4;11;0.189157;0.197424;0;10;0.000069;0;0.666667;4;0.001432;;
1313;Andoni Ortuzar;;3;3;11;0.189091;0.194726;0;15;0.000079;0;1;3;0.000699;;
2287;Lukas Reimann;;1;1;11;0.189072;0.197617;0;11;0.000026;0;0;0;0.000602;;
219;Monika Lazar;;1;1;10;0.189066;0.197613;0;11;0.000019;0;0;0;0.001363;Germany;Alliance '90/The Greens
1481;Doris Wagner;;1;1;10;0.189066;0.197613;0;11;0.000019;0;0;0;0.001363;Germany;GRÜNE
3177;Markus Kurth MdB;;1;1;10;0.189066;0.197613;0;11;0.000019;0;0;0;0.001363;;
5761;Meme Cavazos;;2;2;11;0.189054;0.197709;0;6;0.000037;0;1;1;0.001062;;
2414;Ram Sharan Mahat;;4;4;11;0.189;0.197754;0;18;0.000044;0;0.333333;2;0.002222;;
1455;Sophie Kiwala;;4;4;11;0.189;0.197754;0;18;0.000044;0;0.333333;2;0.002222;;
715;David B. Hanson;;2;2;10;0.188994;0.19607;0;21;0.000028;0;1;1;0.001349;;
1319;Dr. Kambhampati Hari Babu;;1;1;11;0.188994;0.194771;0;17;0.000026;0;0;0;0.000318;;
3003;Lawrence Costa MLA: Member for Arafura;;7;7;11;0.188927;0.197331;0;0;0.000078;0;0.952381;20;0.002885;;
2507;Mark Pearson;;2;2;11;0.188885;0.196345;0;20;0.000037;0;0;0;0.000633;;
5689;노회찬;;2;2;11;0.188885;0.196345;0;20;0.000037;0;0;0;0.000633;;
3992;Senator Tom Saviello;;2;2;11;0.188885;0.196345;0;20;0.000037;0;0;0;0.000633;;
4546;Amarinder Singh Raja Warring;;3;3;11;0.188843;0.195205;0;17;0.000082;0;0.666667;2;0.000833;;
716;Craig Young, Mayor 2013/14;;1;1;10;0.188837;0.196254;0;23;0.000031;0;0;0;0.000611;;
4983;Jack Bergman;;1;1;10;0.188837;0.196254;0;23;0.000031;0;0;0;0.000611;USA;Republican
5600;Ashok Gehlot;;2;2;11;0.188819;0.19505;0;17;0.000058;0;1;1;0.000607;;
4596;Νίκος Ανδρουλάκης;;1;1;10;0.188813;0.194628;0;5;0.000027;0;0;0;0.000234;;
2603;David Parker;;3;3;11;0.188788;0.197117;0;20;0.000042;0;0.333333;1;0.001842;New Zealand;Labour Party
2898;Marco Enriquez-Ominami;;2;2;11;0.188788;0.195589;0;8;0.000043;0;0;0;0.000692;;
5656;Massimiliano Smeriglio;;2;2;11;0.188758;0.194909;0;7;0.000039;0;1;1;0.000686;;
474;Sajith Premadasa;;4;4;11;0.188692;0.195593;0;25;0.000126;0;0.666667;4;0.000867;;
1264;Maithripala Sirisena;;4;4;11;0.188692;0.195593;0;25;0.000126;0;0.666667;4;0.000867;;
129;Thalatha Atukorale;;2;2;11;0.188668;0.195382;0;25;0.000064;0;1;1;0.000488;;
2266;Rajitha Senaratne;;2;2;11;0.188668;0.195382;0;25;0.000064;0;1;1;0.000488;;
2867;Anne Chain-Larché;;4;4;12;0.188385;0.196039;0;5;0.000074;0;0;0;0.001258;;
2265;Carlos Barona;;1;1;11;0.188367;0.196524;0;6;0.000022;0;0;0;0.000636;;
2962;Roger Matthisen;;3;3;11;0.188331;0.19409;0;12;0.000059;0;1;3;0.000885;;
2870;Ulla Sandbæk;;2;2;11;0.188325;0.194006;0;12;0.000041;0;1;1;0.000668;Denmark;The Alternative
4224;Nikolaj Amstrup;;2;2;11;0.188325;0.194006;0;12;0.000041;0;1;1;0.000668;Denmark;The Alternative
2939;Bart Somers;;2;2;11;0.188319;0.193526;0;15;0.000046;0;1;1;0.000477;;
2625;Janette Walker;;3;3;11;0.188313;0.196566;0;20;0.000041;0;1;3;0.001763;;
3300;梁益誌;;1;1;11;0.188313;0.196179;0;19;0.000019;0;0;0;0.001414;;
144;Goodluck Jonathan;;1;1;11;0.188265;0.193843;0;23;0.000038;0;0;0;0.000236;;
881;Abubakar Bukola Saraki;;1;1;11;0.188265;0.193843;0;23;0.000038;0;0;0;0.000236;;
1286;Damian Green MP;;2;2;11;0.188235;0.197442;0;22;0.000052;0;1;1;0.000853;;
5769;Priyanca Radhakrishnan;;4;4;11;0.188211;0.196165;0;20;0.000052;0;0.666667;4;0.002221;New Zealand;Labour Party
375;Scott McConnell MLA: Member for Stuart;;7;7;11;0.188205;0.19623;0;0;0.000079;0;0.809524;17;0.002537;;
546;Juliette Méadel;;1;1;11;0.188013;0.193895;0;5;0.000028;0;0;0;0.000282;;
1180;Lia Quartapelle;;1;1;11;0.187852;0.195735;0;7;0.000023;0;0;0;0.00042;;
4719;Kate O'Connell TD;;5;5;11;0.18781;0.194838;0;15;0.000088;0;0;0;0.00141;;
1176;Samy Gemayel;;3;3;11;0.187756;0.19553;0;18;0.000062;0;0;0;0.000916;;
5551;Diana Gutjahr;;1;1;11;0.187715;0.196143;0;11;0.000027;0;0;0;0.000462;;
5755;Lorna Johnson;;1;1;11;0.187643;0.195146;0;20;0.000019;0;0;0;0.00088;;
1975;Barry Gardiner;;1;1;11;0.187607;0.195756;0;15;0.000023;0;0;0;0.00043;UK;Labour
1235;Eric Johnson;;2;2;10;0.187542;0.193399;0;23;0.000053;0;1;1;0.000774;;
2701;Kevin Roberts For Congress;;1;1;10;0.187512;0.193216;0;23;0.00003;0;0;0;0.00048;;
4361;Four Price for Texas;;1;1;10;0.187512;0.193216;0;23;0.00003;0;0;0;0.00048;;
5450;Eva Lawler MLA: Member for Drysdale;;5;5;11;0.187482;0.195109;0;0;0.000059;0;1;10;0.00201;;
4631;Felipe Peixoto;;1;1;11;0.187458;0.195145;0;10;0.000024;0;0;0;0.000491;;
5834;Zeca Viana;;1;1;11;0.187458;0.195145;0;10;0.000024;0;0;0;0.000491;;
5242;Tony Sievers MLA: Member for Brennan;;3;3;11;0.187369;0.194728;0;0;0.000038;0;1;3;0.001426;;
4947;Bill Weld;;3;3;11;0.187369;0.19319;0;23;0.000088;0;1;3;0.000852;;
223;Tancredi Turco;;2;2;11;0.187357;0.195328;0;7;0.000026;0;0;0;0.002795;;
1132;Miguel Gonzalez Salum;;6;6;12;0.18731;0.195216;0;6;0.000098;0;0.8;12;0.002636;;
3161;Cecilia Lonning-Skovgaard;;1;1;11;0.18731;0.192659;0;12;0.000022;0;0;0;0.000437;;
2212;Griselda Carrillo;;5;5;12;0.187304;0.195132;0;6;0.000083;0;0.7;7;0.002333;;
4387;Ximo Puig Ferrer;;1;1;11;0.187262;0.194865;0;22;0.000029;0;0;0;0.000357;;
990;Derek O'Brien;;2;2;11;0.187209;0.195012;0;15;0.000046;0;1;1;0.000671;;
1576;Abhishek Banerjee;;2;2;11;0.187209;0.195012;0;15;0.000046;0;1;1;0.000671;;
977;Devanir Ribeiro;;1;1;11;0.187203;0.194927;0;15;0.000024;0;0;0;0.000487;;
4858;Sâmia Bomfim;;2;2;11;0.187185;0.195431;0;10;0.000037;0;0;0;0.000854;;
2718;Laura Pidcock MP;;1;1;9;0.187179;0.195318;0;21;0.000017;0;0;0;0.001441;;
1302;Gavin Newlands MP;;4;4;10;0.187078;0.195199;0;3;0.00007;0;0.833333;5;0.002372;;
3998;Mark Spencer;;4;4;10;0.187067;0.199712;0;22;0.000097;0;0.833333;5;0.004542;UK;Conservative
1772;Ramón Espinar;;1;1;10;0.18699;0.193537;0;14;0.000025;0;0;0;0.000377;;
745;Ione Belarra;;1;1;10;0.18699;0.193537;0;14;0.000025;0;0;0;0.000377;;
5674;Miguel Angel Riquelme Solis;;1;1;11;0.186984;0.193915;0;6;0.000023;0;0;0;0.000471;;
4088;Alan Mak MP;;3;3;10;0.186978;0.199504;0;22;0.000076;0;0.666667;2;0.003515;;
782;Steve Brine MP;;3;3;10;0.186972;0.199476;0;22;0.000075;0;0.666667;2;0.003758;;
908;Mims Davies;;3;3;10;0.186972;0.199476;0;22;0.000075;0;0.666667;2;0.003758;UK;Conservative
5501;桃園市議長邱奕勝;;3;3;11;0.186936;0.194817;0;19;0.000046;0;1;3;0.002031;;
1807;Brendan O'Hara MP for Argyll & Bute;;3;3;10;0.186901;0.194653;0;3;0.000055;0;1;3;0.001918;;
3034;Dawid Kostempski;;1;1;12;0.186806;0.194605;0;5;0.000023;0;0;0;0.000519;;
5547;משה (בוגי) יעלון - Moshe (Bogie) Ya'alon;;1;1;9;0.186783;0.192837;0;4;0.000025;0;0;0;0.000581;;
4254;Anna Wasilewska;;2;2;12;0.186706;0.195062;0;5;0.000039;0;0;0;0.000876;Poland;Klub Parlamentarny Platforma Obywatelska
4931;Jasbir Sandhu;;9;9;11;0.186665;0.194953;0;26;0.000117;0;0.833333;30;0.004788;;
1794;Jörg Nobis;;2;2;11;0.186564;0.193367;0;7;0.000045;0;1;1;0.000568;;
4305;Carlos Navarrete Ruíz;;1;1;11;0.186541;0.193049;0;6;0.000024;0;0;0;0.000502;;
1035;Jörg Berens;;1;1;11;0.186494;0.194246;0;15;0.000024;0;0;0;0.00045;;
3502;Jagmeet Singh;;3;3;11;0.186441;0.193776;0;26;0.000045;0;0.333333;1;0.001448;Canada;NDP
610;Ivana Simeoni - Portavoce al Senato;;1;1;11;0.186382;0.193709;0;7;0.000017;0;0;0;0.001512;;
3689;Senator Yuen Pau Woo;;1;1;11;0.18637;0.193748;0;18;0.000021;0;0;0;0.000313;;
4451;Toño Martín del Campo;;2;2;11;0.186352;0.194034;0;6;0.000038;0;0;0;0.00079;;
1738;Sophie Wilmès;;1;1;11;0.186347;0.191298;0;15;0.000029;0;0;0;0.000217;Belgium;Reform Movement
4543;Pakistan Tehreek-e-Insaf;;6;6;11;0.186253;0.192668;0;23;0.000135;0;0.666667;10;0.001328;;
5058;Shah Mehmood Qureshi;;5;5;11;0.186247;0.192583;0;23;0.000113;0;0.8;8;0.001147;;
554;Usman Dar;;5;5;11;0.186247;0.192583;0;23;0.000113;0;0.8;8;0.001147;;
604;Asad Umar;;4;4;11;0.186241;0.192498;0;23;0.000091;0;1;6;0.000965;;
3093;Dr. Arif Alvi;;3;3;11;0.186235;0.192414;0;23;0.000069;0;1;3;0.000754;;
1981;Mohammad Sarwar;;3;3;11;0.186235;0.192414;0;23;0.000069;0;1;3;0.000754;;
76;Carlos Lupi;;1;1;11;0.186065;0.194662;0;10;0.000024;0;0;0;0.000441;;
4798;Lucia Borgonzoni;;1;1;11;0.186;0.192142;0;7;0.000023;0;0;0;0.000381;;
3794;Armando Siri;;1;1;11;0.186;0.192142;0;7;0.000023;0;0;0;0.000381;;
2199;Roberto Morassut;;1;1;11;0.186;0.192034;0;7;0.000022;0;0;0;0.00037;;
4187;Alison Foxall, Libertarian;;3;3;11;0.185989;0.191589;0;23;0.000092;0;1;3;0.000827;;
5839;Paulo Pontes;;1;1;11;0.185749;0.194167;0;10;0.000024;0;0;0;0.000434;;
3021;Wieland Schinnenburg;;2;2;11;0.185743;0.193513;0;15;0.000042;0;0;0;0.000886;Germany;Free Democratic Party
1819;Noel Rock;;2;2;12;0.185609;0.192589;0;15;0.00004;0;0;0;0.000978;;
2172;Walter Rizzetto;;3;3;11;0.185591;0.192487;0;7;0.000037;0;0.666667;2;0.001959;;
2258;Mike Sullivan;;8;8;11;0.18555;0.193376;0;26;0.000105;0;0.964286;27;0.004594;;
5260;Rick Crawford;;1;1;9;0.18551;0.191098;0;23;0.000031;0;0;0;0.000343;;
3805;Keiko Ota;;1;1;12;0.185504;0.192884;0;6;0.000026;0;0;0;0.000254;;
742;Christian Hartmann;;1;1;11;0.185335;0.19375;0;16;0.000023;0;0;0;0.000353;;
1883;Isidro Pedraza Chávez;;1;1;11;0.185283;0.192653;0;6;0.000023;0;0;0;0.000579;;
2281;עמיר פרץ Amir Peretz;;4;4;10;0.18519;0.19131;0;4;0.000081;0;1;6;0.001356;;
3579;Laura Montero;;3;3;11;0.185138;0.191604;0;8;0.000056;0;0.333333;1;0.000904;;
4000;Winston Peters;;2;2;11;0.185068;0.191272;0;20;0.000032;0;0;0;0.000818;New Zealand;NZ First
1312;Mauro Del Barba;;1;1;11;0.185033;0.193028;0;7;0.000019;0;0;0;0.000987;;
5403;Anna Finocchiaro;;1;1;11;0.185033;0.193028;0;7;0.000019;0;0;0;0.000987;;
2729;Thomas Sattelberger;;1;1;11;0.184941;0.192089;0;15;0.000023;0;0;0;0.000467;Germany;Free Democratic Party
4095;מיקי רוזנטל;;3;3;10;0.184894;0.190741;0;4;0.000063;0;1;3;0.001084;;
4817;Carlos Solís;;5;5;12;0.184877;0.192112;0;6;0.000083;0;0.7;7;0.002239;;
3749;Neto Robinson Terán;;4;4;12;0.184871;0.192028;0;6;0.000068;0;0.5;3;0.001936;;
3917;Denis Naughten;;2;2;12;0.184871;0.191735;0;15;0.000041;0;1;1;0.000735;;
5362;立法委員鄭汝芬;;5;5;11;0.184854;0.193031;0;19;0.000072;0;0.6;6;0.002702;;
5199;Rehman Chishti;;3;3;10;0.184559;0.196487;0;22;0.000076;0;0.666667;2;0.003174;UK;Conservative
110;Mayor Ginger Nelson;;1;1;11;0.184507;0.190488;0;7;0.000023;0;0;0;0.000381;;
2282;Daniela Sbrollini;;1;1;11;0.184507;0.190488;0;7;0.000023;0;0;0;0.000381;;
776;Ronaldo Zulke;;1;1;11;0.184312;0.192156;0;10;0.000023;0;0;0;0.000528;;
2660;Manuel Cidre;;1;1;11;0.184266;0.189248;0;23;0.000025;0;0;0;0.000306;;
1764;Rathika Sitsabaiesan;;4;4;11;0.184225;0.191495;0;26;0.000057;0;1;6;0.002391;;
1890;Judith Collins;;9;9;12;0.184214;0.192272;0;25;0.000099;0;0.916667;33;0.006684;New Zealand;National Party
4396;Carla Carrizo;;1;1;11;0.184208;0.190313;0;8;0.000024;0;0;0;0.000421;;
4848;Norbert Hofer;;4;4;12;0.183938;0.191527;0;5;0.000076;0;1;6;0.001112;;
1608;Deputada Jozi Araújo;;1;1;11;0.183847;0.190668;0;10;0.000026;0;0;0;0.000333;;
1657;Benito Gama;;1;1;11;0.183847;0.190668;0;10;0.000026;0;0;0;0.000333;;
3149;Jo Churchill;;3;3;10;0.183835;0.195688;0;22;0.00008;0;1;3;0.002799;UK;Conservative
5622;Peter Aldous;;2;2;10;0.18383;0.195603;0;22;0.000056;0;1;1;0.002526;UK;Conservative
4615;Senator Mike Crapo;;1;1;10;0.183813;0.19069;0;23;0.00003;0;0;0;0.000496;;
5044;Don Bacon;;1;1;10;0.183813;0.19069;0;23;0.00003;0;0;0;0.000496;USA;Republican
820;Joanna Cherry QC MP, Member of Parliament for Edinburgh South West;;3;3;10;0.183773;0.191836;0;3;0.000054;0;1;3;0.00174;;
5720;Tim Walz;;1;1;11;0.18375;0.189717;0;20;0.00003;0;0;0;0.000315;;
1663;Christelle Morançais;;1;1;12;0.183687;0.189863;0;5;0.000025;0;0;0;0.000305;;
713;Lucy Frazer;;5;5;10;0.18367;0.195738;0;22;0.00012;0;0.6;6;0.004024;UK;Conservative
3114;Dr. André Hahn;;1;1;11;0.18367;0.190599;0;14;0.00002;0;0;0;0.000405;;
3075;Andrea Jenkyns;;3;3;10;0.183658;0.195568;0;22;0.000076;0;1;3;0.003479;UK;Conservative
4534;Nick Herbert;;2;2;10;0.183647;0.195456;0;22;0.000054;0;1;1;0.002971;UK;Conservative
4647;Dr Liam Fox;;4;4;10;0.183641;0.19554;0;22;0.000101;0;0.5;3;0.003138;;
2687;Marcus Fysh MP;;3;3;10;0.183641;0.195484;0;22;0.000077;0;0.666667;2;0.002919;;
3359;דוד אמסלם  David Amsalem;;1;1;10;0.183641;0.189013;0;4;0.000027;0;0;0;0.00037;;
538;Kirsty Blackman MP;;4;4;10;0.183635;0.191811;0;3;0.000069;0;0.833333;5;0.00221;;
1120;Victoria Atkins;;5;5;10;0.183573;0.195552;0;22;0.000123;0;0.6;6;0.00363;UK;Conservative
4001;Paul Scully MP;;3;3;10;0.183573;0.195397;0;22;0.000081;0;0.666667;2;0.002837;;
343;Luke Hall MP;;3;3;10;0.183567;0.195411;0;22;0.000079;0;0.666667;2;0.002868;;
2093;Jeremy Hunt;;3;3;10;0.183567;0.195411;0;22;0.000079;0;0.666667;2;0.002856;UK;Conservative
960;小池 百合子;;1;1;10;0.183498;0.19046;0;11;0.000026;0;0;0;0.000418;;
1559;Zihni;;1;1;10;0.183498;0.19046;0;11;0.000026;0;0;0;0.000418;;
1894;Kathalijne Buitenweg;;1;1;10;0.183498;0.19046;0;11;0.000026;0;0;0;0.000418;;
2271;Cândido Vaccarezza;;1;1;11;0.183453;0.191995;0;10;0.000022;0;0;0;0.000762;;
4250;John Glen MP;;3;3;10;0.183356;0.192287;0;22;0.000073;0;1;3;0.001979;;
1620;Gustav Fridolin;;1;1;11;0.183333;0.189626;0;11;0.000026;0;0;0;0.000262;;
3623;Giles Watling MP;;3;3;10;0.183259;0.192078;0;22;0.000074;0;1;3;0.00186;;
4275;Зоран Перишић;;1;1;11;0.183259;0.189959;0;16;0.000027;0;0;0;0.000241;;
5303;"MK Hilik Bar      ח""כ חיליק בר";;3;3;10;0.183225;0.188899;0;4;0.000063;0;1;3;0.000954;;
1892;איל בן ראובן;;2;2;10;0.18322;0.188814;0;4;0.000044;0;1;1;0.000714;;
1900;Rogerio Castro Vázquez;;1;1;11;0.183117;0.189088;0;6;0.000028;0;0;0;0.000367;Mexico;Movimiento Regeneración Nacional
5630;Rocío Nahle;;1;1;11;0.183117;0.189088;0;6;0.000028;0;0;0;0.000367;;
5576;Virgilio Caballero;;1;1;11;0.183117;0.189088;0;6;0.000028;0;0;0;0.000367;;
5050;Robert F. Martin;;1;1;11;0.183117;0.189088;0;6;0.000028;0;0;0;0.000367;;
5112;Paul Ospital;;2;2;12;0.182964;0.190529;0;6;0.000038;0;0;0;0.000709;;
448;Fernando Sánchez;;2;2;11;0.182828;0.189067;0;8;0.000039;0;1;1;0.000704;;
3937;Ian Austin MP;;2;2;10;0.182698;0.187434;0;17;0.000056;0;1;1;0.000483;;
1192;Shabana Mahmood;;1;1;10;0.182687;0.187321;0;17;0.000031;0;0;0;0.000277;UK;Labour
528;Walter Ceballos;;1;1;11;0.182653;0.188857;0;8;0.000023;0;0;0;0.000475;;
3323;Jean-François Roberge - député de Chambly;;1;1;12;0.18263;0.190518;0;2;0.000017;0;0;0;0.00121;;
2080;Barbara Dolniak;;2;2;12;0.182625;0.190295;0;5;0.000039;0;1;1;0.000659;Poland;Klub Poselski Nowoczesna
4562;Dr Lisa Cameron MP  East Kilbride, Strathaven & Lesmahagow;;6;6;10;0.182585;0.190684;0;3;0.000103;0;0.666667;10;0.002843;;
1079;Angela Crawley MP;;5;5;10;0.18258;0.190599;0;3;0.000086;0;0.7;7;0.002467;;
1162;Patrick Grady, MP for Glasgow North;;5;5;10;0.18258;0.190599;0;3;0.000087;0;0.4;4;0.002489;;
894;Marion Fellows MP;;5;5;10;0.182535;0.190374;0;3;0.000087;0;0.5;5;0.002093;;
5811;Angus MacNeil MP Na h-Eileanan an Iar;;2;2;10;0.182489;0.189979;0;3;0.00004;0;1;1;0.001084;;
5433;David Linden MP;;1;1;10;0.182473;0.189838;0;3;0.000024;0;0;0;0.000754;;
1071;Deputado Fernando Torres;;1;1;11;0.182467;0.191091;0;10;0.000023;0;0;0;0.000592;;
4357;Jon Tester;;1;1;10;0.182461;0.187577;0;20;0.000031;0;0;0;0.000341;USA;Democrat
2538;Joe Ceci;;2;2;11;0.182394;0.188428;0;26;0.000038;0;1;1;0.000578;;
2150;Bogdan Gheorghiu;;1;1;11;0.182332;0.187406;0;5;0.00004;0;0;0;0.000205;;
5794;Anne Kuik;;1;1;11;0.182332;0.187406;0;5;0.00004;0;0;0;0.000205;;
1560;Dr Tania Mathias;;4;4;10;0.18232;0.194318;0;22;0.000103;0;0.5;3;0.003282;;
2313;Artis Pabriks;;1;1;9;0.182275;0.188738;0;17;0.000026;0;0;0;0.000317;;
673;Michael Mantha Algoma-Manitoulin;;1;1;11;0.182264;0.188853;0;26;0.000021;0;0;0;0.00064;;
712;Nigel Adams MP;;3;3;10;0.182084;0.19411;0;22;0.000078;0;0.666667;2;0.002903;;
1826;Rebecca Pow;;3;3;10;0.18204;0.194001;0;22;0.000078;0;0.666667;2;0.002878;UK;Conservative
4827;Alex Chalk;;5;5;10;0.182034;0.1941;0;22;0.000131;0;0.4;4;0.003299;UK;Conservative
2037;Stephen Hammond MP;;3;3;10;0.182017;0.193903;0;22;0.00008;0;0.666667;2;0.002787;;
